0	8	96	2144
0	8	137	2185
0	8	140	2188
0	8	140	2188
0	8	140	2188
0	8	143	2191
0	8	140	2188
0	8	143	2191
0	8	143	2191
0	8	143	2191
0	8	143	2191
0	8	145	2193
0	8	145	2193
0	8	147	2195
0	8	150	2198
0	8	147	2195
0	8	150	2198
0	8	150	2198
0	8	150	2198
0	8	147	2195
0	8	150	2198
0	8	151	2199
0	8	151	2199
0	8	152	2200
0	8	150	2198
0	8	152	2200
0	8	152	2200
0	8	152	2200
0	8	151	2199
0	8	152	2200
0	8	152	2200
0	8	152	2200
0	8	155	2203
0	8	152	2200
0	8	152	2200
0	8	152	2200
0	8	152	2200
0	8	150	2198
0	8	152	2200
0	8	151	2199
0	8	151	2199
0	8	150	2198
0	8	150	2198
0	8	150	2198
0	8	152	2200
0	8	148	2196
0	8	145	2193
0	8	147	2195
0	8	147	2195
0	8	145	2193
0	8	143	2191
0	8	144	2192
0	8	143	2191
0	8	143	2191
0	8	143	2191
0	8	140	2188
0	8	142	2190
0	8	142	2190
0	8	140	2188
0	8	137	2185
0	8	137	2185
0	8	132	2180
0	8	131	2179
0	8	131	2179
0	8	129	2177
0	8	127	2175
0	8	124	2172
0	8	124	2172
0	8	124	2172
0	8	121	2169
0	8	120	2168
0	8	120	2168
0	8	119	2167
0	8	118	2166
0	8	119	2167
0	8	112	2160
0	8	113	2161
0	8	112	2160
0	8	112	2160
0	8	108	2156
0	8	108	2156
0	8	108	2156
0	8	105	2153
0	8	108	2156
0	8	103	2151
0	8	103	2151
0	8	102	2150
0	8	99	2147
0	8	96	2144
0	8	96	2144
0	8	96	2144
0	8	96	2144
0	8	92	2140
0	8	92	2140
0	8	92	2140
0	8	89	2137
0	8	91	2139
0	8	88	2136
0	8	88	2136
0	8	86	2134
0	8	83	2131
0	8	81	2129
0	8	81	2129
0	8	81	2129
0	8	79	2127
0	8	76	2124
0	8	76	2124
0	8	71	2119
0	8	71	2119
0	8	71	2119
0	8	71	2119
0	8	70	2118
0	8	67	2115
0	8	67	2115
0	8	67	2115
0	8	70	2118
0	8	67	2115
0	8	64	2112
0	8	65	2113
0	8	65	2113
0	8	67	2115
0	8	65	2113
0	8	63	2111
0	8	64	2112
0	8	63	2111
0	8	67	2115
0	8	64	2112
0	8	63	2111
0	8	63	2111
0	8	63	2111
0	8	65	2113
0	8	64	2112
0	8	63	2111
0	8	63	2111
0	8	63	2111
0	8	65	2113
0	8	65	2113
0	8	64	2112
